@relation data

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {N,Y}

@data
10,3,0,9,31,15,2,7,10,0.666667,166,1,1,0.769231,0.3,1,1,15.3,3,1.4,N
3,2,0,7,19,3,1,6,2,1,93,0,0,0.866667,0.5,0,0,29.666667,1,0.6667,N
26,1,0,10,47,241,7,3,26,0.916364,279,1,3,0,0.153846,0,0,9.307692,3,1.3077,Y
0,1,0,1,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,N
34,1,0,21,132,283,8,16,23,0.809524,1255,0.785714,3,0,0.196078,0,0,35.5,10,2.5882,Y
2,4,0,1,5,1,0,1,2,2,10,0,0,0.985507,0.75,1,1,4,1,0.5,N
16,3,0,13,48,58,1,13,12,0.786667,485,1,2,0.711538,0.25,2,2,28.6875,4,1.5,N
10,2,0,1,22,29,1,0,9,0.311111,117,1,0,0.454545,0.333333,1,1,10.2,1,0.6,N
49,2,1,24,126,926,18,8,31,0.883333,1512,0.7,1,0.441558,0.163462,1,5,29.44898,12,1.9796,Y
2,1,0,4,2,1,3,1,2,2,2,0,0,0,1,0,0,0,1,1,N
5,1,1,3,13,8,1,2,3,0.875,91,0.5,0,0,0.266667,0,0,16.4,4,1.6,Y
17,1,0,6,42,134,5,1,14,0.9375,936,1,1,0,0.208333,0,0,54,47,6.8824,N
8,5,0,11,28,0,5,6,8,0.693878,366,0.571429,0,0.844444,0.25,1,4,43.875,19,5.375,N
21,1,0,19,66,112,12,8,19,0.8,502,1,1,0,0.180952,0,0,22.380952,12,2,Y
6,3,0,3,18,0,0,3,6,0.64,128,1,0,0.880952,0.555556,2,2,19.5,1,0.8333,N
9,3,0,7,61,28,0,7,3,0.925,749,0.6,0,0.822222,0.285714,0,0,81.111111,7,2.2222,Y
8,1,0,6,21,28,3,3,6,1,70,0,0,0,0.175,0,0,7.625,3,1.25,N
3,1,0,10,18,3,1,9,1,1.1,106,0,0,0,0.444444,0,0,32.666667,1,0.6667,N
5,2,0,4,13,0,1,4,4,0.625,76,1,1,0.7,0.5,0,0,13.4,1,0.6,N
1,2,0,1,3,0,0,1,1,2,7,0,0,1,1,0,0,6,0,0,N
8,1,9,13,20,12,9,4,8,0.8,101,0.2,1,0,0.40625,0,0,11,1,0.875,N
9,3,0,5,26,16,0,5,7,0.75,185,1,0,0.8,0.388889,0,0,19,2,1,Y
3,2,5,7,4,1,6,1,2,0.5,16,1,0,0.75,0.555556,0,0,4,1,0.6667,N
20,1,0,4,40,130,0,4,18,0.736842,345,1,1,0,0.284211,0,0,15.9,3,1.15,Y
13,1,0,7,28,20,2,5,12,0.809524,183,1,2,0,0.3,0,0,12.538462,7,1.3846,N
9,1,0,5,19,8,4,1,9,0.53125,119,1,0,0,0.518519,0,0,11.777778,3,1.4444,N
7,5,0,9,25,0,6,3,7,0.666667,255,0,0,0.863636,0.342857,2,5,34.857143,9,3.1429,N
9,6,0,5,17,26,0,5,6,0.833333,71,0,0,0.949367,0.333333,1,4,6.555556,3,1.1111,N
3,2,0,19,10,3,14,5,3,2,38,0,0,0.923077,0.583333,0,0,11.666667,1,0.3333,N
1,1,0,10,1,0,8,2,1,2,1,0,0,0,1,0,0,0,1,1,N
9,1,0,3,12,20,1,2,8,0.8125,54,1,3,0,0.375,0,0,4.555556,1,0.7778,N
19,4,0,7,40,129,0,7,16,0.936508,252,0.5,0,0.727273,0.381579,2,3,11.526316,6,1.3158,N
10,4,2,13,26,0,7,7,9,0.111111,110,1,1,0.795455,0.26,1,1,9.9,3,1.6,N
3,2,0,2,5,0,1,1,3,0,34,1,1,0.818182,0.5,1,2,10,1,0.6667,N
20,1,0,7,79,136,5,5,10,0.897507,835,1,1,0,0.19375,0,0,39.8,10,1.95,N
6,1,0,8,6,15,7,1,6,2,6,0,0,0,0.444444,0,0,0,1,1,N
3,4,0,5,11,1,1,4,1,0.5,41,1,1,0.971429,0.75,1,2,12.333333,3,1,Y
5,2,0,7,14,6,0,7,4,0.625,70,1,0,0.692308,0.8,0,0,12.6,4,1.4,N
1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,1,1,N
11,2,0,7,26,0,5,2,11,0.58,181,1,0,0.529412,0.409091,0,0,15,1,0.7273,N
3,4,0,5,15,3,0,5,2,2,51,0,0,0.978495,0.666667,1,1,16,2,1,N
3,2,0,5,7,1,1,4,3,0.5,29,1,0,0.818182,0.666667,0,0,8.333333,1,0.6667,N
16,3,0,15,65,76,0,15,13,0.92,483,1,0,0.72549,0.311111,0,0,28.25,9,1.5625,Y
4,4,8,12,5,0,8,4,3,0.333333,18,1,1,0.921053,0.4375,0,0,3.25,1,0.75,N
15,1,0,11,65,75,0,11,11,0.693878,443,1,0,0,0.295238,0,0,28.066667,5,1.6,N
11,3,0,3,24,17,0,3,10,0.671429,309,1,0,0.787234,0.545455,0,0,26.454545,11,1.9091,N
2,3,0,1,3,1,1,0,2,2,7,0,0,0.947368,0.75,1,1,2.5,1,0.5,N
15,3,0,9,41,0,0,9,15,0.678571,204,1,1,0.72549,0.225,1,2,12.333333,2,1.5333,N
14,4,3,11,29,85,3,8,11,0.576923,108,1,1,0.759259,0.321429,0,0,6.571429,4,1.2857,N
27,3,0,8,101,157,5,3,15,0.824786,1286,0.888889,1,0.294118,0.183761,1,7,45.62963,4,1.1111,Y
5,4,0,8,23,4,4,8,5,0.75,249,1,0,0.927273,0.8,2,2,48.2,1,0.8,N
3,1,0,2,3,3,2,0,3,1.5,4,0,0,0,0.666667,0,0,0,1,1,N
4,5,0,5,19,6,0,5,4,2,57,0,0,0.978495,0.625,2,4,13.25,2,1,N
6,1,0,2,11,3,1,1,4,0.6,53,1,0,0,0.666667,0,0,7.5,1,0.8333,N
55,3,8,20,106,1313,8,12,9,0.956553,1133,1,2,0.406593,0.195455,0,0,19.127273,10,1.8545,N
3,2,0,4,19,3,0,4,2,2,136,0,0,0.8,0.666667,0,0,44.333333,2,1,N
8,1,0,4,22,0,0,4,6,0.428571,169,1,0,0,0.625,0,0,19.875,7,1.625,N
11,2,0,1,23,39,1,0,10,0.483333,136,1,0,0.454545,0.348485,1,1,10.818182,1,0.5455,N
10,1,0,10,29,43,7,3,8,0.833333,91,0.5,1,0,0.2,0,0,7.9,3,1.2,N
1,3,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,N
3,2,1,12,22,3,2,10,2,1.5,72,0,0,0.866667,1,0,0,22.666667,1,0.6667,N
9,1,0,32,36,36,32,0,7,1.104167,281,0.833333,0,0,0.25,0,0,29.555556,11,3,N
7,1,0,24,8,3,24,0,7,0.666667,43,1,0,0,0.714286,0,0,4.714286,1,0.8571,N
9,1,1,4,19,30,1,3,7,0.5,130,1,0,0,0.666667,0,0,13.333333,4,1.2222,N
63,1,2,61,144,1603,51,10,31,0.874288,2303,1,2,0,0.21371,0,0,35.015873,35,3.2381,Y
6,3,2,20,13,7,17,3,3,0.4,56,1,1,0.733333,0.433333,1,4,8,1,0.6667,N
2,1,0,6,2,1,6,0,2,2,2,0,0,0,0.666667,0,0,0,1,1,N
22,3,0,5,47,159,0,5,19,0.904762,365,1,1,0.649123,0.361905,2,2,14.818182,9,1.3636,N
17,5,0,9,34,118,2,7,17,0.975,137,0.5,1,0.905882,0.270588,3,5,6.470588,2,1.0588,Y
12,3,0,15,99,18,1,14,8,0.826446,804,1,1,0.770833,0.277778,2,2,65.083333,18,4.8333,Y
10,2,0,3,30,27,1,2,5,0.761905,245,1,1,0.357143,0.283333,1,1,22.8,2,1,N
2,3,0,9,20,1,2,7,1,2,128,0,0,0.987179,0.625,1,3,63,9,4.5,Y
43,3,1,25,120,451,9,16,30,0.893375,920,1,5,0.480519,0.146825,0,0,19.860465,15,1.5116,Y
22,2,28,37,44,183,31,6,7,0.52381,271,1,1,0.3,0.198864,1,2,11.227273,3,1.3182,N
34,5,2,15,67,295,4,11,29,0.842975,586,0.818182,1,0.745902,0.173203,3,15,15.911765,5,1.7941,Y
2,3,0,3,4,1,1,2,1,2,19,0,0,0.9375,1,2,2,8,1,0.5,N
3,1,0,3,6,3,1,2,2,2,16,0,0,0,0.333333,0,0,4.333333,1,0.6667,N
4,3,0,3,16,2,0,3,4,0.666667,76,1,0,0.925,0.5,1,1,17.5,3,1.25,N
11,3,0,8,26,0,0,8,11,0,76,1,1,0.787234,0.287879,2,2,5.818182,1,0.9091,N
4,1,0,7,20,4,4,3,2,0.888889,187,0.333333,0,0,0.5,0,0,45,9,3.5,Y
56,2,2,51,169,1200,37,16,35,0.848864,1842,0.875,2,0.409639,0.155844,1,5,31.607143,14,2.1964,Y
5,5,0,8,16,0,5,3,3,0.583333,105,1,1,0.931818,0.583333,1,1,19.4,9,2.2,N
5,1,0,3,41,10,1,2,4,2,241,0,0,0,0.36,0,0,47.2,7,4.2,N
7,1,0,3,26,0,1,2,7,0.5,218,1,0,0,0.47619,0,0,29.571429,5,2.2857,N
17,5,0,6,35,130,0,6,12,0.991071,207,1,0,0.869919,0.352941,2,3,10.764706,3,1.1765,Y
4,1,0,6,33,0,1,5,2,0.333333,157,1,1,0,0.533333,0,0,37.5,2,0.75,N
5,3,0,6,26,0,0,6,4,0.375,141,1,0,0.902439,0.466667,0,0,26.8,1,0.8,N
9,4,0,11,54,10,1,11,7,0.803571,345,1,0,0.870968,0.314815,1,1,36.555556,1,0.8889,Y
3,2,0,1,10,0,0,1,1,0,67,1,1,0.714286,0.666667,1,1,20.333333,1,0.6667,N
6,1,0,3,10,0,0,3,6,0.4,52,1,1,0,0.375,0,0,7.333333,2,1,N
4,5,0,7,15,0,6,2,4,0.333333,77,1,0,0.953846,0.4375,1,1,18,5,2,N
4,1,0,2,6,0,0,2,4,0.333333,19,1,0,0,0.625,0,0,3.5,1,0.75,N
9,1,1,4,32,34,1,3,0,0.9375,145,1,1,0,0.481481,0,0,14.888889,1,0.8889,N
8,5,0,11,31,0,6,5,8,0.693878,329,0.571429,1,0.844444,0.25,1,4,39.25,19,4.625,N
15,4,0,14,83,47,0,14,8,0.821429,566,1,1,0.857143,0.244898,2,2,36.2,4,1.2,N
1,1,0,3,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,N
17,1,0,8,67,90,7,1,13,0.703125,878,1,1,0,0.29375,0,0,50.176471,11,2.5294,N
24,4,2,7,50,270,2,5,20,0.434783,250,1,1,0.706667,0.162037,2,15,9.375,5,1.375,N
4,1,0,8,20,0,4,4,4,0.777778,106,1,1,0,0.625,0,0,24.75,5,1.75,N
27,2,0,11,53,229,8,3,23,0.802198,405,1,0,0.5,0.138047,1,1,13.740741,6,1.5185,Y
10,3,0,8,32,15,2,6,10,0.666667,166,1,1,0.769231,0.3,1,1,15.3,3,1.4,N
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,N
10,4,0,15,36,3,6,9,10,0.583333,249,1,2,0.795455,0.266667,1,3,23.5,7,2.4,N
11,4,3,12,41,19,3,9,9,0.816667,240,0.666667,0,0.811321,0.290909,0,0,20.272727,4,1.2727,N
12,1,0,3,22,44,1,2,5,0.805195,156,1,1,0,0.261905,0,0,11.416667,4,1.25,N
12,3,0,14,58,0,0,14,11,0.606061,303,1,1,0.770833,0.22619,2,3,24,3,1.25,Y
2,3,0,3,8,1,1,3,2,2,33,0,0,0.969697,1,0,0,15.5,1,0.5,N
15,3,0,10,77,41,0,10,12,0.785714,725,1,3,0.74,0.25,1,1,46.8,2,1.2667,Y
7,3,0,4,38,0,0,4,3,0.833333,258,1,1,0.880952,0.444444,1,1,35.285714,1,0.7143,N
4,1,0,6,4,6,5,1,4,2,4,0,0,0,0.5,0,0,0,1,1,N
4,4,0,5,8,4,2,3,3,0.833333,42,1,1,0.944444,0.583333,1,1,9,2,1,N
21,4,2,9,55,162,4,5,18,0.71,361,1,1,0.768116,0.19375,2,9,15.952381,6,1.619,N
4,4,0,3,12,0,0,3,3,0.666667,55,1,0,0.933333,0.625,1,1,12.25,4,1.5,N
19,1,2,9,21,145,4,5,18,0.954861,143,1,3,0,0.230263,0,0,5.684211,1,0.9474,Y
12,3,0,11,75,44,1,11,7,0.936364,455,0.5,0,0.770833,0.236111,0,0,36.083333,4,1.75,N
6,1,0,9,6,15,8,1,6,1.2,10,0,0,0,0.722222,0,0,0,1,1,N
3,5,0,7,14,3,6,2,3,2,52,0,0,0.96875,0.555556,1,1,16.333333,3,1.6667,N
7,2,0,5,27,0,1,4,7,0.5,115,1,0,0.6,0.47619,0,0,15.142857,4,1.2857,N
14,3,2,8,38,83,2,6,8,0.74359,220,1,1,0.74,0.297619,1,1,14.5,4,1.2143,Y
11,2,3,11,39,7,9,2,10,0.960606,605,1,1,0.583333,0.25974,0,0,51,15,2.9091,N
17,1,0,2,81,100,1,1,9,0.7125,654,0.8,0,0,0.27451,0,0,37.176471,7,2.0588,N
2,2,1,17,14,0,13,5,2,0,103,0,1,0.875,0.666667,0,0,50,1,0.5,N
15,3,0,25,44,45,16,10,13,0.619048,311,1,3,0.681818,0.216667,1,1,19.333333,6,1.8667,N
29,2,102,184,66,346,181,8,19,0.839286,375,1,3,0.243243,0.191571,1,1,11.724138,5,1.3448,N
34,4,0,10,92,39,0,10,29,0.723485,710,1,2,0.643678,0.148485,3,4,19.647059,5,1.9118,Y
4,1,0,2,13,6,1,1,4,2,45,0,0,0,0.625,0,0,10.25,2,1,N
7,1,0,15,23,5,7,8,6,0.444444,148,1,2,0,0.52381,0,0,19.714286,3,1.1429,N
19,4,0,8,84,103,0,8,14,0.929487,1034,1,1,0.821053,0.269841,0,0,52.052632,1,0.8947,N
1,3,0,1,2,0,0,1,1,2,5,0,0,1,1,0,0,4,0,0,N
8,5,0,10,23,0,6,4,8,0.761905,197,0.5,0,0.844444,0.35,1,4,22.875,6,2.25,N
15,1,0,7,34,75,2,5,11,0.9,286,0.7,0,0,0.208333,0,0,17.4,5,1.5333,N
6,1,1,8,22,15,3,5,3,0.8,163,0,0,0,0.305556,0,0,25.833333,4,1.3333,N
4,3,0,3,18,4,0,3,3,1,111,1,0,0.925,0.75,2,2,26.25,2,1,N
7,1,0,16,7,21,15,1,7,2,7,0,0,0,1,0,0,0,1,1,Y
2,1,0,2,8,1,1,1,2,2,48,0,0,0,0.5,0,0,23,1,0.5,N
0,1,0,1,0,0,1,0,0,2,48,0,0,0,0,0,0,0,0,0,N
24,4,0,7,43,222,0,7,20,0.943734,309,0.529412,0,0.676056,0.375,2,2,11.166667,8,1.375,N
3,1,0,1,4,1,1,0,3,0.5,14,1,0,0,0.666667,0,0,3.333333,1,0.6667,N
4,4,0,3,7,0,1,2,4,0,161,1,0,0.928571,0.75,2,4,38.5,1,0.5,N
1,7,0,1,7,0,0,1,1,2,40,0,0,1,1,0,0,37,0,0,N
4,2,0,8,10,0,6,2,4,0.333333,125,1,0,0.75,0.5,0,0,29.5,2,1,N
14,5,0,7,49,7,1,6,7,0.735043,488,1,0,0.7,0.25,2,5,33.214286,12,1.7857,Y
3,1,0,3,18,0,2,1,3,0.25,204,1,0,0,0.666667,0,0,65.666667,2,1,N
4,4,12,15,7,4,12,3,3,0.666667,22,1,1,0.928571,0.5,0,0,4.25,1,0.5,N
8,4,2,9,24,8,2,7,6,0.742857,143,1,3,0.853659,0.428571,1,3,16.25,4,1.5,N
9,2,0,4,19,10,1,3,6,0.729167,159,1,1,0.529412,0.277778,1,1,16,3,1.1111,N
3,4,0,4,9,3,1,3,3,2,27,0,0,0.972222,0.555556,0,0,8,3,1,N
22,3,0,13,80,59,0,13,17,0.977444,678,1,1,0.637931,0.477273,1,1,28.954545,8,1.8182,N
11,4,2,8,38,45,2,6,6,0.775,202,1,0,0.896552,0.285714,0,0,17,6,1.7273,N
4,4,0,4,13,0,1,3,4,0,87,1,0,0.928571,0.75,2,4,20.5,1,0.5,N
12,1,0,2,42,0,1,1,12,0.386364,234,1,0,0,0.444444,0,0,18.166667,4,1.5833,N
5,1,0,2,7,4,2,0,0,0.5,39,1,0,0,0.7,0,0,6.2,1,0.6,N
12,5,0,10,52,60,2,9,10,0.545455,213,1,0,0.873418,0.277778,3,6,16.666667,4,1.4167,N
5,1,0,31,5,10,31,0,5,2,5,0,0,0,0.533333,0,0,0,1,1,N
19,1,0,23,69,81,11,12,14,0.856481,517,1,4,0,0.183333,0,0,25.578947,6,1.8421,N
4,2,0,1,15,6,0,1,1,1.333333,49,1,0,0.842105,1,1,1,11,1,0.75,N
1,4,0,1,3,0,1,0,1,2,6,0,0,1,1,0,0,5,0,0,N
14,3,0,17,48,41,1,16,11,0.769231,384,1,2,0.74,0.261905,1,1,25.928571,26,3,Y
2,4,0,2,4,1,0,2,1,2,20,0,0,0.971429,0.75,1,1,9,3,1.5,N
3,1,0,2,13,1,1,1,3,1.441176,76,0.058824,1,0,0.5,0,0,18.666667,4,1.6667,N
7,3,0,9,39,1,0,9,7,0.708333,260,1,2,0.860465,0.285714,2,2,35.571429,1,0.8571,Y
7,3,3,12,26,9,3,9,4,1.041667,106,0.375,0,0.860465,0.428571,0,0,13,3,1.1429,N
1,1,0,1,1,0,1,0,1,2,2,0,0,0,1,0,0,0,1,1,N
6,4,0,9,33,0,0,9,6,0.68,205,1,1,0.939759,0.416667,2,4,32.333333,1,0.8333,N
11,2,0,17,15,13,15,3,11,0.75,97,1,3,0.2,0.220779,0,0,7.272727,1,0.7273,N
2,2,0,3,13,1,1,2,2,2,48,0,0,0.875,0.75,0,0,23,5,2.5,N
24,4,0,45,68,244,41,6,22,0.804348,397,1,1,0.736111,0.21118,2,14,15.375,6,1.9583,Y
25,1,1,13,59,248,9,4,20,0.875,290,1,1,0,0.173333,0,0,10.36,6,1.4,N
3,2,0,5,12,3,1,4,1,2,40,0,0,0.857143,0.666667,0,0,12.333333,1,0.6667,N
9,1,0,5,57,34,2,3,2,1.083333,566,0.222222,0,0,0.303571,0,0,60.888889,2,0.8889,Y
3,2,0,4,6,0,1,3,3,0,30,1,0,0.818182,0.666667,0,0,8.666667,2,1,N
49,4,1,31,210,844,1,30,28,0.877404,2937,1,2,0.624,0.127315,0,0,58.408163,13,1.449,Y
6,5,2,8,21,15,2,6,5,2,83,0,0,0.955357,0.416667,1,1,12.833333,3,1.1667,Y
7,3,0,11,28,0,2,9,7,0.25,122,1,0,0.833333,0.285714,1,1,16.142857,1,0.8571,N
3,4,0,4,9,3,1,3,3,2,27,0,0,0.972222,0.555556,0,0,8,3,1,N
1,1,0,2,1,0,2,0,0,2,2064,0,0,0,0,0,0,2052,0,0,N
8,1,2,5,22,6,4,1,6,0.678571,185,1,0,0,0.625,0,0,21.125,4,1.875,Y
11,6,0,6,34,39,0,6,7,0.9,195,1,1,0.944785,0.3,4,10,16.181818,5,1.2727,Y
8,4,0,6,26,22,0,6,6,0.571429,95,1,0,0.928571,0.40625,1,1,10.75,2,1,N
12,1,0,8,34,26,6,3,6,0.651515,341,1,0,0,0.3125,0,0,26.916667,1,0.8333,N
7,1,0,5,16,0,0,5,6,0.5,86,1,0,0,0.642857,0,0,11,1,0.8571,N
2,3,0,3,15,1,0,3,0,2,58,0,0,0.952381,0.666667,1,1,28,1,0.5,N
1,1,0,26,1,0,25,1,1,2,1,0,0,0,1,0,0,0,1,1,N
14,1,0,30,96,87,8,23,10,0.884615,905,1,2,0,0.192308,0,0,63.5,10,1.7143,Y
21,1,2,14,47,124,10,4,18,0.7,575,0.857143,0,0,0.325397,0,0,26.047619,10,2.619,N
5,3,3,6,12,2,4,2,5,0.625,48,1,0,0.902439,0.466667,0,0,8.2,1,0.8,N
13,2,0,8,37,60,1,8,7,0.833333,331,1,0,0.56,0.416667,2,3,24.076923,4,1.3077,N
6,4,0,5,25,15,0,5,5,2,94,0,0,0.947917,0.833333,1,1,14.666667,3,1.1667,N
0,1,0,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,N
6,2,0,4,34,11,0,4,5,0.6,236,0.333333,1,0.827586,0.666667,1,2,37.833333,6,1.6667,Y
5,4,0,6,17,6,2,6,5,0.75,94,1,0,0.927273,0.6,2,2,17.4,3,1.2,N
24,4,0,14,85,180,0,14,13,0.782609,741,1,0,0.710526,0.326087,2,2,29.541667,7,1.625,Y
3,1,0,12,38,3,1,11,2,1.5,182,0,0,0,0.833333,0,0,59.333333,12,4.3333,N
39,1,0,21,94,461,11,11,33,0.786842,559,1,6,0,0.153846,0,0,13.076923,7,1.6923,N
4,4,0,4,20,0,1,3,4,0.777778,162,0.666667,0,0.928571,0.75,2,4,38.75,1,0.5,N
20,4,0,7,42,148,0,7,15,0.91866,263,0.545455,0,0.716418,0.3875,2,3,11.6,6,1.4,N
1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,N
9,1,1,63,15,14,61,2,9,0.4375,103,1,1,0,0.555556,0,0,10.222222,1,0.6667,N
10,5,0,6,29,0,1,5,7,0.688889,212,1,0,0.777778,0.3,2,5,19.7,5,1.2,N
1,1,0,0,2,0,0,0,1,2,16,0,0,0,1,0,0,3,0,0,Y
22,3,0,12,71,163,1,11,17,0.867347,783,1,5,0.649123,0.251701,2,2,33.954545,22,2.6818,Y
6,5,0,8,21,0,5,3,6,0.6,104,0.5,0,0.883721,0.333333,2,5,16,4,1.6667,N
10,3,0,2,20,21,0,2,9,0.6,129,1,0,0.804348,0.4,1,1,11.4,1,0.9,N
5,3,9,18,12,10,16,2,4,2,62,0,0,0.882353,0.533333,1,1,11.4,5,2,N
2,4,0,2,4,1,0,2,1,2,20,0,0,0.971429,0.75,1,1,9,3,1.5,N
7,5,0,4,18,0,1,3,5,0.708333,126,1,0,0.848485,0.47619,2,5,16.428571,5,1.2857,N
2,2,0,8,34,1,1,7,2,2,346,0,0,0.958333,1,1,1,172,1,0.5,N
3,1,0,69,3,3,69,0,3,2,3,0,0,0,1,0,0,0,1,1,N
6,5,0,1,12,15,1,0,6,2,74,0,0,0.954545,0.5,2,7,11.333333,3,1.8333,N
31,3,0,29,119,277,19,15,19,0.744444,900,1,0,0.552239,0.207885,1,5,27.83871,16,2.5806,Y
24,4,0,13,103,176,1,12,18,0.808184,1046,1,1,0.772277,0.175,0,0,41.875,6,1.4167,Y
33,2,0,15,130,434,2,14,23,0.940848,1220,0.928571,2,0.507937,0.328125,1,5,35.121212,26,2.5152,N
5,3,0,4,15,4,0,4,5,0.75,90,1,0,0.902439,0.533333,0,0,16.4,1,0.8,N
3,1,0,11,28,3,1,10,2,1.5,111,0,0,0,0.833333,0,0,35.666667,7,2.6667,N
2,2,0,2,15,1,0,2,2,2,73,0,0,0.875,0.75,0,0,35.5,6,3,N
1,5,0,1,3,0,0,1,1,2,7,0,0,1,1,0,0,6,0,0,N
13,3,4,12,42,54,5,7,8,0.791667,233,1,1,0.714286,0.261538,1,3,16.615385,6,2,Y
4,4,0,6,29,6,0,6,1,1.166667,164,0.5,0,0.942308,1,3,5,39.5,7,2.5,N
4,1,1,2,7,4,2,0,3,0.666667,502,0.5,0,0,0.555556,0,0,124,4,1.25,N
13,1,2,12,37,56,4,10,4,0.770833,269,1,2,0,0.205128,0,0,19.384615,7,1.3846,N
4,4,0,3,11,0,0,3,4,0,84,1,0,0.945946,0.4375,0,0,19.75,12,3.25,N
21,4,0,15,72,54,1,14,16,0.835,457,0.9,2,0.804124,0.194444,2,2,20.285714,3,1,Y
3,1,0,5,3,3,4,2,3,1.5,8,0,0,0,0.666667,0,0,0,1,1,N
3,4,0,3,19,3,0,3,1,2,83,0,0,0.956522,0.666667,1,1,26.666667,4,2,N
77,4,1,29,123,2700,14,17,68,0.977952,1021,1,6,0.506494,0.205937,1,1,11.779221,14,1.7532,Y
1,1,0,4,1,0,4,0,1,2,1,0,0,0,1,0,0,0,1,1,N
4,1,0,5,10,0,1,4,4,0.333333,36,1,0,0,0.4375,0,0,7.75,1,0.75,N
6,4,0,3,20,15,0,3,5,2,106,0,0,0.936709,0.555556,1,2,16.666667,4,1.3333,N
17,2,2,9,51,28,5,4,12,0.546875,344,1,2,0.792208,0.294118,2,4,18.764706,5,2.1176,Y
4,2,0,5,9,0,5,1,4,0.333333,27,1,0,0.666667,0.625,1,1,5.5,1,0.75,N
11,4,0,8,45,15,1,7,11,0.566667,279,0.666667,2,0.854839,0.327273,3,6,24.090909,10,2.5455,Y
13,2,0,8,49,54,1,7,7,0.84375,450,1,0,0.727273,0.346154,2,6,33,6,1.3077,Y
24,1,0,24,24,276,4,20,24,2,24,0,0,0,0.089286,0,0,0,1,1,N
5,2,0,7,69,8,1,7,2,1,379,1,0,0.857143,0.416667,0,0,74.4,12,3.2,Y
15,1,0,3,29,55,3,0,15,0.696429,161,1,1,0,0.293333,1,1,9.466667,3,1.3333,N
5,1,0,9,13,0,8,1,5,0,69,1,0,0,0.533333,0,0,12.6,3,1.2,N
3,1,0,2,21,1,0,2,2,0.5,120,1,0,0,0.666667,0,0,38.333333,6,3,N
5,3,0,7,26,6,2,5,5,1.05,193,1,0,0.882353,0.533333,0,0,36.6,5,1.6,Y
7,4,0,3,26,9,1,2,7,0.916667,210,0.666667,0,0.928571,0.642857,2,2,28.142857,13,3.4286,Y
14,1,0,10,53,0,8,8,14,0.423077,419,1,0,0,0.285714,0,0,28.785714,7,3.6429,N
26,4,0,7,50,271,0,7,20,0.955789,392,0.473684,0,0.657534,0.384615,2,3,13.346154,9,1.5,N
44,4,0,28,137,774,4,26,31,0.923342,1254,0.962963,9,0.65,0.127907,4,6,26.886364,5,1.2045,Y
5,1,0,7,5,10,6,1,5,2,5,0,0,0,0.4,0,0,0,1,1,N
26,4,0,12,109,233,1,12,20,0.892,881,1,1,0.709302,0.157051,2,2,32.115385,4,1.0769,Y
17,4,0,7,39,100,0,7,14,0.9375,241,0.461538,0,0.75,0.382353,2,3,12.411765,7,1.4118,N
58,1,0,142,158,1627,134,12,56,0.949875,1752,0.642857,1,0,0.160234,0,0,28.965517,17,2.6379,Y
23,1,0,4,56,107,3,2,18,0.636364,689,1,2,0,0.26087,0,0,28.73913,7,2.1304,Y
11,3,0,4,29,17,0,4,8,0.771429,224,1,1,0.804348,0.4,1,1,18.727273,3,1,N
8,1,0,6,24,0,1,5,6,0.52381,133,1,0,0,0.325,0,0,15.25,6,2,N
5,2,0,8,16,8,1,7,1,0.875,77,0.5,0,0.571429,0.4375,1,2,14,2,0.8,N
4,3,0,5,7,0,3,2,4,0.833333,33,0.5,0,0.909091,0.583333,0,0,6.75,2,1,Y
6,1,0,2,11,3,1,1,6,0.6,51,1,0,0,0.666667,0,0,7.166667,1,0.8333,N
7,1,0,4,41,15,1,3,6,0.833333,388,0.333333,0,0,0.2,0,0,54,3,1.2857,Y
10,5,0,5,30,0,1,4,6,0.688889,328,1,1,0.777778,0.375,2,5,30.8,12,2.3,N
4,2,0,3,26,0,0,3,1,1,115,1,0,0.727273,0.625,2,3,27,1,0.75,N
17,3,0,18,53,86,4,18,14,0.892045,348,1,2,0.698113,0.15508,1,1,18.823529,8,2.2353,Y
13,5,0,9,34,68,6,4,12,0.75,199,1,0,0.837838,0.292308,2,8,14.153846,5,2.1538,N
3,2,0,1,17,0,0,1,1,0.96875,251,1,0,0.888889,0.5,1,3,77.333333,11,5.3333,N
3,1,0,1,7,0,1,0,3,0,58,1,0,0,0.666667,0,0,17.666667,4,1.6667,N
6,2,0,9,16,11,1,8,5,0.95,195,0.583333,11,0.727273,0.4,1,1,29.5,3,1,N
