@relation xalan-2-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug {0,1}

@data
8,4,0,10,24,16,6,7,8,0.571429,97,0,1,0.966507,0.3,2,4,11,3,1.125,0
10,5,0,9,16,27,1,8,9,0.844444,79,1,0,0.945205,0.263889,2,5,6.4,2,0.9,0
2,1,0,1,22,1,1,0,2,2,145,0,0,0,0.5,0,0,71.5,8,4,0
12,3,0,40,49,0,1,39,11,0.333333,836,1,2,0.865854,0.238095,2,8,68.416667,18,3.25,0
3,1,0,7,15,3,4,3,3,1,183,0,3,0,0.388889,0,0,58.666667,5,3.3333,0
5,4,0,8,37,6,0,8,3,0.65,253,0.4,0,0.941176,0.4375,2,7,48.6,4,1.2,0
5,1,0,5,6,0,4,1,5,1,92,0,1,0,0.666667,0,0,13.8,0,0,0
11,1,0,8,15,0,8,0,11,0.425,234,1,0,0,0.515152,0,0,19.909091,4,1.7273,0
22,3,3,38,68,155,20,24,19,0.828571,383,0.8,2,0.907407,0.168182,2,15,16.181818,4,1.0909,1
5,1,0,1,6,0,1,0,5,0.25,32,1,0,0,0.533333,1,1,5.2,2,0.8,0
4,2,1,5,10,6,1,5,4,2,58,0,0,0.823529,0.5,1,4,13.5,5,1.75,0
11,2,0,5,26,0,4,2,11,0.55,127,0.5,1,0.583333,0.409091,1,3,10.363636,3,1.3636,0
32,1,2,12,54,470,7,5,23,0.956012,371,1,2,0,0.286458,0,0,10.25,5,1.3125,1
22,1,0,19,74,121,3,18,9,0.680272,943,0.857143,4,0,0.180952,0,0,41.545455,19,3.0455,0
9,1,0,20,9,36,16,4,9,2,9,0,0,0,0.296296,0,0,0,1,1,0
2,4,0,12,10,1,0,12,2,2,31,0,0,0.989691,0.6,2,5,14.5,1,0.5,0
95,4,2,15,191,0,2,13,66,0.920622,2509,1,2,0.5,0.197895,1,25,25.273684,11,2.0421,1
2,5,0,8,8,1,1,7,2,2,57,0,0,0.995327,0.625,1,1,27.5,1,0.5,0
5,2,0,3,13,4,2,3,5,1,61,1,3,0.904762,0.5,1,1,10,1,0.4,0
2,1,0,6,24,1,4,4,2,1,118,1,2,0,0.583333,0,0,57,1,0.5,0
1,4,0,2,2,0,2,0,0,2,5,0,0,1,1,0,0,4,0,0,0
6,4,0,18,21,15,7,11,6,1,80,0,0,0.9819,0.375,3,8,12.166667,1,0.6667,0
3,3,0,6,7,3,1,5,3,2,42,0,0,0.953488,0.833333,1,6,13,1,0.6667,0
3,5,0,12,13,3,0,12,3,2,50,0,0,0.99,0.533333,3,5,15.666667,1,0.3333,0
71,1,2,24,151,1037,8,16,48,0.878405,2724,0.604651,6,0,0.133333,0,0,36.760563,12,1.507,1
1,1,0,0,2,0,0,0,1,2,8,0,0,0,1,0,0,3,0,0,0
17,1,0,4,52,50,0,4,16,0.65625,569,1,0,0,0.196078,0,0,32.235294,14,1.8824,0
3,7,0,20,26,0,1,19,2,0,171,0.75,3,0.985185,0.444444,3,4,54.666667,6,3,0
3,4,0,1,4,1,0,1,2,0.5,314,0,0,0.97619,1,0,0,103.333333,1,0.3333,0
10,4,0,8,23,25,1,7,10,0.555556,86,0,1,0.905263,0.28,3,22,7.5,2,1,1
2,4,0,5,7,1,0,5,2,2,15,0,0,0.979592,0.75,1,6,6.5,1,0.5,0
14,1,0,4,14,91,4,0,14,2,14,0,0,0,0.27381,0,0,0,1,1,0
2,5,0,5,11,1,0,5,2,2,65,0,0,0.982143,0.75,3,8,31.5,1,0.5,0
7,2,0,8,11,19,4,6,6,0.833333,39,1,1,0.444444,0.333333,0,0,4.428571,1,0.7143,0
22,3,0,10,55,0,1,9,21,0.559524,460,1,1,0.6875,0.25,2,2,19.363636,1,0.9091,0
1,1,0,2,1,0,1,1,1,2,1,0,0,0,1,0,0,0,1,1,0
6,7,2,13,16,0,4,10,4,0.2,94,1,0,0.970803,0.4,4,10,14.5,3,1.1667,0
1,2,0,5,3,0,0,5,1,2,7,0,0,1,1,0,0,6,0,0,0
10,1,0,15,24,0,13,3,9,0.97076,247,0.210526,3,0,0.475,0,0,21.8,4,1.5,1
3,1,0,6,23,3,2,4,3,2,141,0,0,0,0.333333,0,0,46,1,0.6667,1
6,1,0,18,6,15,16,3,6,2,6,0,0,0,0.5,0,0,0,1,1,1
5,3,0,9,17,8,1,8,5,0.5,92,1,0,0.904762,0.4,1,6,17.2,8,2.4,0
18,5,0,22,48,19,5,18,16,0.75,244,1,2,0.858333,0.185185,4,14,12.333333,3,1.3333,0
2,5,0,6,8,1,0,6,2,2,34,0,0,0.982456,0.75,1,6,16,1,0.5,0
3,1,0,13,19,3,1,13,3,2,207,0,0,0,0.444444,0,0,68,11,5.3333,0
5,1,1,17,6,10,15,2,5,2,8,0,0,0,0.4,0,0,0.6,1,0.8,0
3,1,0,4,11,0,4,0,3,0,38,0,0,0,0.833333,0,0,11.333333,1,0.6667,0
3,2,26,37,9,3,29,8,2,2,24,0,0,0.964286,0.5,1,2,7,1,0.6667,0
65,1,0,7,134,508,6,5,59,0.7375,2306,0.85,12,0,0.151562,0,0,34.169231,18,1.8462,0
7,4,1,11,48,15,2,9,3,0.333333,282,1,0,0.972222,0.5,1,1,39.142857,1,0.8571,0
21,3,0,65,104,68,6,64,20,0.765,1066,1,4,0.78022,0.210884,2,8,49.285714,12,3.1429,0
18,3,1,25,83,79,6,21,17,0.735294,492,0.5,1,0.920188,0.136752,2,6,26.111111,4,1.2778,1
3,1,0,2,8,0,2,1,3,0.75,100,0,1,0,0.666667,0,0,31.666667,4,2.3333,0
34,1,0,15,34,561,3,13,34,2,34,0,0,0,0.119485,0,0,0,1,1,0
4,1,0,9,28,2,2,8,2,0.333333,475,0,1,0,0.583333,0,0,117.25,1,0.75,0
7,1,0,4,20,0,2,2,7,0.166667,119,1,0,0,0.342857,0,0,15.714286,2,0.7143,0
7,1,1,25,49,5,6,19,7,0.733333,321,1,4,0,0.392857,0,0,44.142857,1,0.8571,0
18,1,0,51,33,3,51,2,15,1.015345,485,0.086957,0,0,0.411765,0,0,20.833333,3,0.7222,0
1,3,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
10,5,0,8,53,0,1,7,5,0.883142,1073,1,1,0.954545,0.211111,2,8,100.5,11,3.4,1
7,4,0,17,22,0,0,17,5,0.625,153,1,4,0.926829,0.309524,2,4,20.285714,6,1.7143,0
9,5,0,21,84,20,1,21,9,0.6875,586,1,1,0.965812,0.311111,5,10,63.888889,1,0.8889,1
3,3,0,7,7,3,2,5,3,2,25,0,0,0.953488,0.555556,1,1,7.333333,1,0.6667,0
10,1,0,5,25,3,1,5,0,0.611111,815,0.5,3,0,0.3125,0,0,79.9,11,2.8,1
8,4,0,18,27,0,1,17,8,0.142857,135,1,2,0.925532,0.270833,2,3,15.625,2,1,0
37,1,0,41,37,666,41,0,37,2,37,0,0,0,0.191892,1,1,0,1,1,0
7,3,0,14,25,0,1,13,6,0.5,118,1,1,0.903226,0.285714,1,5,15.571429,5,1.4286,0
2,5,0,3,3,1,3,0,2,2,12,0,0,1,0.833333,0,0,5,0,0,0
38,4,0,19,117,581,1,19,28,0.869779,1628,0.545455,1,0.717557,0.142857,2,18,41.552632,42,4.6316,1
20,3,0,8,56,188,2,6,15,1.019737,859,1,0,0.709677,0.292857,2,8,41.55,12,2.3,1
3,4,0,11,27,3,0,11,2,2,169,0,0,0.96,0.47619,1,6,55.333333,8,3,0
6,1,0,8,21,0,2,6,6,0.5,146,0.5,1,0,0.380952,0,0,23,1,0.8333,1
1,4,1,3,2,0,2,1,1,2,4,0,0,1,1,0,0,3,0,0,0
5,3,0,7,23,8,3,5,2,0.875,198,0.5,1,0.904762,0.44,0,0,38.2,2,1.2,0
2,3,0,10,11,1,1,9,2,2,39,0,0,0.978261,0.666667,1,1,18.5,1,0.5,0
5,3,0,6,17,10,0,6,5,2,69,0,0,0.98,0.466667,2,5,12.8,1,0.8,0
25,3,23,62,126,68,25,37,15,0.848958,1894,0.9375,4,0.763441,0.13141,3,10,74.12,15,2.92,1
13,1,0,40,32,0,27,14,13,0.333333,293,1,1,0,0.211538,0,0,21.384615,4,1.7692,1
26,4,6,136,47,287,121,15,26,0.978462,414,1,1,0.795082,0.161538,1,2,13.923077,4,1.3077,0
3,5,0,6,10,3,1,5,1,2,30,0,0,0.990698,0.583333,1,2,9,1,0.6667,0
5,1,0,6,5,10,6,0,5,2,5,0,0,0,0.333333,0,0,0,1,1,0
3,4,0,14,17,3,0,14,3,2,75,0,0,0.979592,0.444444,3,13,24,3,1.3333,0
16,2,0,4,24,120,2,2,14,2,229,0,0,0.821429,0.304688,1,7,13.3125,1,0.9375,0
20,2,0,52,51,190,17,39,19,2,288,0,0,0.634615,0.245,1,2,13.4,4,1.4,0
13,4,1,6,25,8,4,2,12,0.541667,257,0.5,0,0.771429,0.269231,2,4,18.615385,5,1.8462,0
43,1,0,4,74,903,0,4,36,1.02381,1326,0,0,0,0.168605,0,0,29.651163,5,1.2791,1
3,4,0,1,4,1,0,1,2,0.5,614,0,0,0.97619,1,0,0,203.333333,1,0.3333,0
1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,0
107,1,1,3,117,5671,2,1,107,2,648,0,0,0,0.19107,0,0,5.056075,1,0.9907,0
2,3,0,4,4,1,1,3,2,2,13,0,0,0.97619,0.75,1,1,5.5,1,0.5,0
3,1,0,11,46,3,0,11,3,2,261,0,0,0,0.466667,0,0,86,1,0.6667,0
18,2,0,44,42,153,18,30,17,2,268,0,0,0.66,0.283951,2,4,13.888889,4,1.2778,0
11,1,0,1,15,0,1,0,11,0.45,286,1,0,0,0.606061,0,0,24.636364,4,2.1818,0
6,1,0,1,11,0,1,0,6,0.65,57,1,0,0,0.444444,0,0,7.833333,1,0.8333,0
2,1,0,13,34,0,1,13,0,0.066667,283,0.866667,6,0,1,0,0,133,4,2,1
5,3,0,4,17,10,0,4,5,2,74,0,0,0.98,0.466667,2,5,13.8,16,3.8,0
4,8,0,10,15,2,2,8,3,0.333333,97,1,1,0.978571,0.4375,2,2,22.75,4,1.5,0
3,4,0,1,4,1,0,1,2,0.5,575,0,0,0.97619,1,0,0,190.333333,1,0.3333,0
3,3,0,5,14,1,0,5,2,0.5,37,1,1,0.965517,0.555556,1,4,11,1,0.6667,0
15,1,0,3,21,0,1,2,15,0.628571,158,1,2,0,0.311111,0,0,9.2,2,0.8667,0
58,1,0,13,88,0,4,10,5,0.679426,3479,0.454545,2,0,0.163793,0,0,58.793103,6,1.4828,1
10,1,0,56,18,17,56,0,10,0.777778,106,1,0,0,0.4,1,1,9.1,2,1,0
2,5,0,6,8,1,1,5,0,2,19,0,0,0.995327,0.666667,1,1,8.5,1,0.5,0
3,2,0,3,5,3,1,2,0,2,24,0,0,0.5,0.555556,0,0,7,2,1.3333,0
5,1,0,6,13,4,4,2,3,0.75,44,0.5,1,0,0.25,0,0,7.4,1,0.6,0
53,1,0,34,150,1362,22,15,49,1.001603,2089,0.375,0,0,0.125,0,0,37.962264,49,4.3962,1
6,3,0,20,40,3,0,20,5,0.4,183,1,1,0.918033,0.305556,1,6,29.333333,5,1.6667,0
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
10,1,0,0,15,37,0,0,10,0.777778,64,1,0,0,0.375,0,0,5,1,0.8,0
2,4,0,5,7,1,0,5,2,2,17,0,0,0.979592,0.75,1,6,7.5,1,0.5,0
4,3,0,13,14,0,0,13,4,0.333333,44,1,0,0.959459,0.4,2,7,9.75,1,0.75,0
13,3,0,28,76,42,5,24,9,0.783333,663,1,1,0.823529,0.207692,2,11,49.615385,18,4.5385,0
49,3,2,43,100,1176,34,12,46,1,743,0,1,0.606838,0.122222,3,21,14.142857,16,1.8571,0
17,1,0,5,35,0,2,3,17,0.710938,375,1,2,0,0.341176,0,0,20.588235,6,2.1176,1
10,1,0,12,59,0,7,5,7,0.305556,596,0.75,1,0,0.44,0,0,58.2,1,0.7,0
61,1,0,8,71,714,4,4,60,0.629167,1450,0.875,0,0,0.219262,0,0,22.639344,9,2.2131,0
4,3,0,22,23,0,0,22,3,0.333333,115,1,0,0.949153,0.4,2,5,27.5,2,1.25,0
1,1,0,0,2,0,0,0,1,2,353,0,0,0,1,0,0,3,0,0,1
6,3,0,5,17,3,0,5,6,0.4,60,1,0,0.975124,0.444444,2,4,8.833333,1,0.8333,0
8,1,0,7,54,6,1,7,3,0.660714,399,1,0,0,0.339286,0,0,47.875,7,2.375,0
84,2,29,101,125,3056,91,17,75,0.913655,1279,0.75,3,0.567708,0.090336,1,12,14.083333,9,1.5595,1
1,3,0,0,2,0,0,0,1,2,5,0,0,1,1,0,0,4,0,0,0
14,2,0,10,29,0,8,2,14,0.269231,332,1,1,0.785714,0.410714,1,1,22.571429,6,1.6429,0
8,2,1,4,21,0,2,3,8,0.238095,157,1,2,0.588235,0.34375,1,5,18.25,3,1.5,0
4,1,0,3,11,4,1,3,0,1.095238,360,0.428571,3,0,0.428571,0,0,87.25,7,3.5,0
3,4,0,22,22,3,0,22,3,2,131,0,0,0.979592,0.444444,3,14,42.666667,5,2,0
3,4,0,12,15,3,0,12,3,2,59,0,0,0.979592,0.444444,3,13,18.666667,3,1.3333,0
4,7,0,10,13,6,0,10,3,2,81,0,0,0.96,0.5,3,8,19.25,1,0.75,0
3,1,0,5,8,0,1,4,0,0.833333,84,0,2,0,0.466667,0,0,25,4,2,0
1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,0
15,3,11,21,48,101,17,6,10,0.821429,280,1,2,0.933333,0.348148,0,0,17.533333,1,0.9333,0
6,3,0,9,26,15,0,9,6,2,160,0,0,0.975124,0.444444,2,5,25.666667,4,1.3333,0
3,4,0,22,31,3,1,21,3,2,152,0,0,0.974359,0.5,2,3,49.666667,8,3,0
17,1,0,4,24,0,4,0,16,0.653409,621,0.818182,0,0,0.291667,0,0,34.882353,10,2.2353,0
9,1,0,8,9,36,7,1,9,2,9,0,0,0,0.333333,0,0,0,1,1,0
2,4,0,10,17,1,0,10,2,2,87,0,0,0.979592,0.75,2,7,42.5,1,0.5,0
54,2,0,70,185,1235,27,55,43,0.948113,1914,0.916667,6,0.504673,0.101307,2,7,34,9,2.1296,1
5,1,0,1,6,0,1,0,5,0.5,30,1,0,0,0.8,0,0,4.6,1,0.8,0
5,2,0,2,18,10,2,0,5,2,107,0,0,0.888889,0.6,1,2,20.4,4,1.8,0
2,4,0,5,7,1,0,5,2,2,15,0,0,0.979592,0.75,1,6,6.5,1,0.5,0
1,4,0,2,2,0,1,1,1,2,5,0,0,1,1,0,0,4,0,0,0
1,3,1,6,2,0,5,1,1,2,4,0,0,1,1,0,0,3,0,0,0
5,1,0,5,7,10,1,4,5,2,30,0,0,0,0.25,0,0,5,1,0.8,0
4,4,8,14,23,6,9,5,3,2,94,0,0,0.985915,0.55,1,1,22.5,1,0.75,0
1,3,0,2,2,0,0,2,1,2,4,0,0,1,1,0,0,3,0,0,0
5,1,0,10,15,2,1,9,4,0.5,68,1,1,0,0.342857,0,0,12.2,1,0.8,1
10,3,1,26,17,1,24,3,9,0.703704,99,0,2,0.910256,0.333333,2,22,8.6,3,1.3,1
4,2,0,8,6,0,1,7,4,0,37,1,0,0.8,0.45,0,0,8,3,1.25,0
8,1,3,13,17,26,9,4,5,0.942857,91,0.8,0,0,0.339286,0,0,9.75,1,0.75,1
3,3,0,4,4,3,0,4,3,2,9,0,0,0.95,0.5,1,6,2,1,0.6667,0
1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,0
25,1,0,3,70,254,3,0,20,0.902778,559,1,0,0,0.152727,0,0,21.12,3,1.08,0
52,4,8,46,84,1030,28,22,45,0.851307,658,0.833333,4,0.616,0.145105,2,9,11.423077,10,1.3846,1
2,5,0,5,4,1,0,5,2,2,10,0,0,0.982143,0.75,2,7,4,1,0.5,0
3,5,0,6,11,3,0,6,3,2,45,0,0,0.964912,0.666667,2,7,14,1,0.6667,0
3,1,0,6,6,3,0,6,3,2,41,0,0,0,0.444444,0,0,12.666667,6,2.3333,0
6,3,0,14,28,0,0,14,6,0,101,1,1,0.934211,0.305556,2,8,15.666667,1,0.8333,0
8,3,0,26,54,6,3,25,7,0.809524,279,1,3,0.895522,0.3,2,5,33.125,7,2.25,0
1,5,3,7,2,0,6,1,0,2,4,0,0,1,1,0,0,3,0,0,0
13,1,0,8,45,42,4,5,13,0.625,345,0.5,0,0,0.340659,0,0,25.384615,5,1.8462,0
4,1,0,6,4,6,6,1,4,2,4,0,0,0,0.625,0,0,0,1,1,0
10,3,0,33,54,0,0,33,10,0.185185,600,1,2,0.8875,0.257143,2,9,58.7,7,2.5,0
11,3,0,3,16,55,1,2,11,2,44,0,0,0.830189,0.348485,0,0,3,1,0.8182,0
5,1,0,8,10,10,8,0,5,2,85,0,0,0,0.2,0,0,16,5,3,0
120,1,0,10,148,5942,5,5,118,0.798319,1019,0,1,0,0.185808,0,0,7.466667,4,1.1833,0
9,1,0,7,29,12,5,2,8,0.625,453,1,0,0,0.416667,0,0,49,7,2.5556,0
8,2,0,17,29,0,17,0,8,0.285714,119,0,0,0.666667,0.34375,0,0,13.75,2,1,0
5,1,0,4,17,8,3,1,5,1,108,0,0,0,0.6,0,0,20.2,12,3,0
16,1,0,4,38,58,3,1,16,0.741667,261,1,1,0,0.453125,0,0,14.8125,3,1.3125,0
4,1,0,14,23,6,12,2,4,2,295,0,0,0,0.5,0,0,72.75,6,2,1
1,3,0,12,2,0,12,0,1,2,5,0,0,1,1,0,0,4,0,0,0
0,1,0,5,0,0,5,0,0,2,14,0,0,0,0,0,0,0,0,0,0
1,1,0,3,1,0,3,0,0,2,111,0,0,0,0,0,0,88,0,0,0
0,1,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4,3,0,21,26,0,0,21,3,0.333333,123,1,1,0.949153,0.4,2,5,29.5,2,1,0
1,4,0,0,2,0,0,0,1,2,4,0,0,1,1,0,0,3,0,0,0
15,1,0,22,26,1,21,2,14,0.553571,483,1,1,0,0.383333,0,0,30.933333,6,2.4667,0
2,5,0,2,3,1,0,2,2,2,6,0,0,0.995833,0.75,1,1,2,1,0.5,0
8,6,1,10,23,8,2,9,7,0.428571,214,0,1,0.901408,0.375,5,22,25.625,7,2.5,1
2,2,0,4,7,0,1,3,2,0,25,1,1,0.966667,0.75,0,0,11,1,0.5,0
3,7,0,5,6,3,1,4,1,2,31,0,0,0.985185,0.555556,3,5,9.333333,2,1,0
22,2,0,43,58,201,9,36,21,0.52381,715,1,0,0.622642,0.199301,2,4,31.454545,7,1.5455,1
2,3,0,4,4,1,1,3,2,2,13,0,0,0.97619,0.75,1,1,5.5,1,0.5,0
8,3,0,14,27,0,0,14,7,0.285714,117,1,1,0.965517,0.270833,2,5,13.5,2,1,0
1,1,0,15,1,0,14,1,1,2,4,0,0,0,1,0,0,0,1,1,0
9,2,0,4,22,0,0,4,9,0.5,67,0,2,0.714286,0.407407,1,1,6.222222,1,0.8889,0
6,3,0,88,14,0,87,2,6,0.1,97,0,2,0.894737,0.4,1,1,14.833333,3,0.6667,0
3,3,2,4,4,3,3,1,2,2,6,0,0,0.972603,0.666667,0,0,1,1,0.6667,0
8,2,1,5,17,0,3,2,8,0,47,0,1,0.740741,0.416667,1,1,4.75,1,0.875,0
2,5,0,9,14,1,1,8,1,2,50,0,0,0.995283,0.625,2,2,24,1,0.5,0
33,1,10,113,53,526,103,21,32,0.998047,300,0,16,0,0.234375,0,0,7.606061,2,1,0
32,1,6,106,57,466,98,11,31,0.806452,276,1,1,0,0.163462,0,0,7.59375,3,1.2813,0
24,1,1,4,25,276,1,3,24,2,52,0,0,0,0.298611,0,0,1.166667,1,0.9583,0
8,5,0,11,15,14,1,10,7,0.839286,100,1,0,0.958333,0.47619,1,2,10.5,1,0.75,0
3,4,0,7,19,3,1,6,2,2,54,0,0,0.990566,0.666667,2,3,17,1,0.6667,0
14,3,0,33,79,89,1,32,7,1.030769,805,0.3,0,0.821918,0.207143,2,5,55.785714,11,3.5714,0
3,3,0,26,36,3,1,25,2,2,245,0,0,0.965517,0.5,2,4,80.666667,15,5.3333,0
21,2,0,44,49,210,15,32,19,2,450,0,0,0.622642,0.238095,2,4,20.428571,7,1.4762,1
4,2,1,6,19,0,1,6,4,0.333333,162,1,1,0.823529,0.5,1,4,39.25,11,3.25,0
1,1,1,8,2,0,4,4,1,2,28,0,4,0,1,0,0,21,0,0,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
4,1,0,4,16,0,1,3,3,0.5,242,1,0,0,0.4375,0,0,58.5,6,3,0
1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,1,0
4,3,2,17,5,6,11,6,4,2,7,0,0,0.959459,0.4375,2,4,0.75,1,0.75,0
4,1,0,4,13,0,2,2,4,0.166667,76,1,1,0,0.75,0,0,17.5,2,1,0
15,1,0,8,25,49,2,6,12,0.833333,139,0.833333,3,0,0.208333,0,0,7.866667,6,1.2667,0
11,2,0,5,26,0,0,5,8,0.666667,271,1,3,0.5,0.309091,1,5,23.090909,4,1.6364,0
53,1,0,24,140,1026,19,9,47,0.895161,1204,0.870968,3,0,0.106918,0,0,21.132075,17,1.6792,0
6,4,0,36,62,15,8,32,5,2,369,0,0,0.938272,0.305556,3,15,60.5,7,2.8333,0
15,3,0,7,26,53,2,5,15,0.785714,164,1,5,0.933333,0.293333,2,5,9.6,2,1,0
3,4,0,1,5,1,0,1,2,0.5,349,1,0,0.975,0.75,2,3,115,6,2,0
8,2,0,4,17,0,2,2,8,0,47,0,1,0.740741,0.416667,1,1,4.75,1,0.875,0
2,1,0,0,3,1,0,0,1,2,7,0,0,0,1,0,0,2.5,1,0.5,0
2,4,0,8,11,1,0,8,2,2,44,0,0,0.979592,0.75,1,6,21,1,0.5,0
4,1,0,8,96,6,0,8,2,2,1490,0,0,0,0.25,0,0,371.5,86,22,1
14,1,0,15,36,39,3,12,14,0.826923,343,0.75,0,0,0.196429,0,0,22.642857,2,1.0714,0
8,5,0,33,44,0,1,33,8,0.142857,241,1,1,0.933962,0.270833,3,4,29,6,1.875,0
8,5,0,8,24,26,1,7,4,0.571429,200,1,1,0.936364,0.4375,2,8,23.875,4,1.875,1
5,1,0,7,14,0,3,4,4,1.211538,391,0.051282,1,0,0.375,0,0,69.4,2,0.8,0
6,2,0,3,26,3,1,2,6,0.733333,462,0,0,0.772727,0.458333,1,1,75,2,1,0
3,7,0,11,14,0,1,10,3,0,119,1,0,0.985185,0.555556,3,3,38.333333,5,2.3333,0
3,3,0,6,7,3,1,5,3,2,19,0,0,0.952381,0.555556,1,1,5.333333,1,0.6667,0
2,5,0,5,9,1,0,5,2,2,42,0,0,0.982143,0.75,3,8,20,1,0.5,0
22,3,2,29,46,189,24,11,22,0.942857,179,0.8,4,0.903226,0.181818,2,14,6.681818,1,0.9545,0
10,3,0,20,41,0,0,20,9,0.62963,362,0.666667,2,0.898734,0.269841,2,9,34.6,8,2.4,0
4,3,0,2,9,0,2,0,4,0.333333,40,1,0,0.944444,0.5,1,1,8.75,2,0.5,0
3,3,0,2,11,3,2,0,3,2,61,0,0,0.95,0.833333,1,2,19.333333,5,2.3333,0
3,3,0,6,7,3,1,5,3,2,42,0,0,0.953488,0.833333,1,6,13,1,0.6667,0
31,4,0,10,57,117,1,10,29,0.5,904,0.5,0,0.802721,0.150538,4,20,28.032258,15,3,1
19,3,0,64,101,119,2,64,13,0.85,1465,0.8,4,0.756757,0.239234,1,3,75.578947,9,3.0526,0
2,2,0,7,6,0,1,6,2,0,23,1,1,0.923077,0.625,0,0,10,2,1,0
3,2,0,3,5,3,1,2,0,2,24,0,0,0.5,0.555556,0,0,7,2,1.3333,0
3,1,0,2,9,1,2,0,2,1,67,0,0,0,0.5,0,0,19,1,0.3333,0
1,1,0,5,1,0,3,2,1,2,1,0,0,0,1,0,0,0,1,1,0
30,1,1,7,33,0,7,0,30,0.422414,933,1,0,0,0.4,0,0,29.966667,5,2.1667,0
5,2,0,3,16,4,1,2,5,0,129,1,0,0.851852,0.4,0,0,24.4,5,1.6,0
9,3,0,20,45,6,0,20,8,0.375,217,0,1,0.960784,0.238095,2,5,23,2,1,0
16,2,1,25,51,50,7,19,16,0.746667,356,0.8,1,0.666667,0.1875,2,9,20.9375,9,2.25,0
5,2,0,5,12,0,3,2,5,0,82,0,1,0.966667,0.4,0,0,15.2,1,0.2,0
6,2,0,5,16,15,3,4,6,2,58,0,0,0.863636,0.388889,2,3,8.666667,1,0.5,0
3,1,0,1,9,0,1,1,2,0,67,1,1,0,0.5,0,0,20,3,1.6667,0
17,5,1,19,41,0,8,13,16,0.4375,281,1,2,0.892857,0.165775,2,9,15.411765,7,1.8824,0
2,5,0,4,4,1,3,1,2,2,11,0,0,1,0.833333,0,0,4.5,0,0,0
9,5,0,20,50,32,4,17,7,1.025,272,0,1,0.967611,0.351852,3,7,28.666667,5,1.5556,1
1,1,0,1,1,0,1,0,1,2,1,0,0,0,1,0,0,0,1,1,0
12,2,0,6,31,6,0,6,11,0.602273,245,1,4,0.5,0.319444,1,5,18.75,3,1.3333,0
23,1,0,2,26,181,2,0,22,0.979798,3198,0,0,0,0.25,0,0,137.652174,17,3.913,0
